@relation 'city_day-weka.filters.unsupervised.attribute.Remove-R2,15-weka.filters.unsupervised.attribute.Remove-R13-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.attribute.Remove-R14-15-weka.filters.unsupervised.attribute.NumericTransform-R8,11-12-Cjava.lang.Math-Mlog-weka.filters.unsupervised.attribute.NumericTransform-R2-7,9-10-Cjava.lang.Math-Mcbrt-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.supervised.instance.SpreadSubsample-M-1.0-X0.0-S1'

@attribute City {Ahmedabad,Aizawl,Amaravati,Amritsar,Bengaluru,Bhopal,Brajrajnagar,Chandigarh,Chennai,Coimbatore,Delhi,Ernakulam,Gurugram,Guwahati,Hyderabad,Jaipur,Jorapokhar,Kochi,Kolkata,Lucknow,Mumbai,Patna,Shillong,Talcher,Thiruvananthapuram,Visakhapatnam}
@attribute PM2.5 numeric
@attribute PM10 numeric
@attribute NO numeric
@attribute NO2 numeric
@attribute NOx numeric
@attribute NH3 numeric
@attribute CO numeric
@attribute SO2 numeric
@attribute O3 numeric
@attribute Benzene numeric
@attribute Toluene numeric
@attribute AQI_Bucket {Poor,'Very Poor',Severe,Moderate,Satisfactory,Good}

@data
Talcher,0.525216,0.662838,0.392556,0.431701,0.545359,0.266783,0.497979,0.650291,0.429564,?,?,Poor
Lucknow,0.504937,0.489155,0.253218,0.418569,0.405555,0.467979,0.491481,0.415125,0.385769,0.50414,0.507445,Poor
Lucknow,0.477021,0.489155,0.259029,0.481262,0.4501,0.333881,0.521122,0.366712,0.487169,0.317112,0.48824,Poor
Delhi,0.506785,0.50201,0.362776,0.448729,0.500423,0.510684,0.686154,0.268903,0.418611,0.577918,0.645643,Poor
Jorapokhar,0.485912,0.619669,0.26381,0.280801,0.440314,0.238272,?,0.403257,0.412179,0.545059,0.639541,Poor
Delhi,0.401933,0.614167,0.314022,0.458728,0.51976,0.458534,0.602469,0.350717,0.631825,0.572856,0.670099,Poor
Lucknow,0.474625,0.489155,0.269831,0.476726,0.440314,0.388686,0.519222,0.324233,0.576393,0.472602,0.598441,Poor
Ahmedabad,0.403196,0.497749,0.218767,0.466589,0.401824,0.388686,0.658622,0.507945,0.496534,0.442396,0.769934,Poor
Patna,0.436021,0.489155,0.229028,0.307572,0.271623,0.388686,0.508443,0.580812,0.66489,0.484168,0.700672,Poor
Gurugram,0.425675,0.489155,0.307,0.379325,0.440314,0.388686,0.337185,0.10429,0.320429,0.129252,0.556038,Poor
Jorapokhar,0.444042,0.599988,0.248081,0.275207,0.440314,0.238982,0.558343,0.572275,0.619941,0.545059,0.639541,Poor
Gurugram,0.458649,0.577661,0.469382,0.516751,0.577159,0.388686,0.479954,0.377756,0.471394,0.493524,0.596598,Poor
Visakhapatnam,0.456439,0.579343,0.354825,0.515438,0.48934,0.310695,0.479954,0.435346,0.509498,0.645619,0.711365,Poor
Lucknow,0.457621,0.489155,0.291874,0.557128,0.496342,0.427217,0.513974,0.345354,0.401831,0.470226,0.687485,Poor
Ahmedabad,0.295499,0.489155,0.261542,0.227691,0.345134,0.388686,0.704848,0.440294,0.388424,0.476055,0.542934,Poor
Ahmedabad,0.322629,0.489155,0.228376,0.378004,0.427639,0.388686,0.66963,0.407196,0.211192,0.52093,0.600249,Poor
Delhi,0.390093,0.608366,0.378463,0.456701,0.54169,0.408317,0.47806,0.364627,0.60851,0.543464,0.635176,Poor
Ahmedabad,0.392642,0.486192,0.248535,0.491914,0.427253,0.388686,0.691514,0.537723,0.64061,0.442396,0.769934,Poor
Gurugram,0.462784,0.489155,0.154298,0.36628,0.393008,0.388686,0.45689,0.274314,0.340803,0.10243,0.568578,Poor
Chennai,0.446193,0.489155,0.23845,0.434975,0.383299,0.388686,0.21274,0.240793,0.512289,0.348483,0.339165,Poor
Lucknow,0.47883,0.489155,0.310507,0.449341,0.452092,0.423692,0.377395,0.354125,0.485904,0.420572,0.380185,Poor
Kolkata,0.487675,0.610357,0.419384,0.525061,0.615903,0.341413,0.504828,0.371535,0.533568,0.711656,0.750371,Poor
Lucknow,0.491922,0.489155,0.321288,0.502326,0.471392,0.503572,0.494782,0.308991,0.483995,0.31068,0.334123,Poor
Brajrajnagar,0.461053,0.544463,0.32981,0.415707,0.477461,0.564516,0.511246,0.415903,0.272488,0.803952,0.639541,Poor
Delhi,0.370871,0.467515,0.284313,0.367681,0.405823,0.466896,0.71121,0.312114,0.428231,0.470226,0.602314,Poor
Lucknow,0.435511,0.489155,0.32988,0.602667,0.29347,0.388686,0.519859,0.263296,0.647944,0.508629,0.509442,Poor
Gurugram,0.471328,0.489155,0.228768,0.340206,0.440314,0.388686,0.422232,0.376364,0.588097,0.10243,0.526045,Poor
Gurugram,0.461053,0.489155,0.761293,0.693355,0.821205,0.388686,0.400224,0.355936,0.457247,?,?,Poor
Delhi,0.511486,0.641592,0.439469,0.508529,0.546394,0.471569,0.519222,0.403329,0.506776,0.560005,0.753161,Poor
Chennai,0.453009,0.489155,0.262886,0.33456,0.406944,0.529853,0.463713,0.343304,0.505601,0.252486,0.485216,Poor
Delhi,0.451071,0.607928,0.460884,0.531827,0.56802,0.429668,0.522988,0.472068,0.564661,0.568347,0.7461,Poor
Lucknow,0.409912,0.489155,0.364179,0.439209,0.459598,0.375984,0.485436,0.35824,0.500149,0.526685,0.610949,Poor
Jaipur,0.427962,0.565807,0.256366,0.47696,0.432875,0.386809,?,0.350981,0.557763,0.576966,0.570033,Poor
Jorapokhar,0.39167,0.486771,0.25572,0.282759,0.440314,0.237558,0.558343,0.403257,0.449431,0.545059,0.639541,Poor
Guwahati,0.468703,0.558615,0.428338,0.360248,0.597493,0.257027,0.486322,0.359129,0.420277,0.512912,0.639541,Poor
Gurugram,0.460035,0.545626,0.406847,0.358196,0.447782,0.388686,0.5661,0.403257,0.362837,0.545059,0.639541,Poor
Brajrajnagar,0.481611,0.598515,0.36534,0.384529,0.483492,0.466771,0.594822,0.427818,0.350404,?,0.639541,Poor
Jorapokhar,0.35506,0.456729,0.367471,0.2874,0.440314,0.270011,0.48979,0.514646,0.784587,0.545059,0.639541,Poor
Lucknow,0.404868,0.489155,0.35731,0.419416,0.440314,0.388686,0.537875,0.322397,0.598164,0.439095,0.614216,Poor
Kolkata,0.460463,0.549949,0.40168,0.600828,0.670136,0.352066,0.518581,0.388354,0.474506,0.591638,0.630765,Poor
Lucknow,0.468432,0.489155,0.375562,0.491618,0.492303,0.300852,0.473164,0.336734,0.43766,0.432121,0.520248,Poor
Lucknow,0.419965,0.489155,0.231476,0.294594,0.254569,0.388686,0.583191,0.373787,0.526971,0.500299,0.491649,Poor
Gurugram,0.498041,0.576886,0.332498,0.413932,0.457587,0.388686,0.404237,0.403257,0.399944,0.45165,0.639541,Poor
Mumbai,0.439251,0.591865,0.545008,0.454444,0.65823,0.388686,0.573509,0.473372,0.601969,0.488222,0.639541,Poor
Delhi,0.478341,0.590002,0.479279,0.480492,0.563005,0.450279,0.494782,0.353213,0.465911,0.569805,0.735535,Poor
Delhi,0.441286,0.507057,0.399865,0.56501,0.538761,0.420822,0.459216,0.429929,0.818338,0.4062,0.575831,Poor
Visakhapatnam,0.483898,0.592613,0.328207,0.525517,0.490771,0.319077,0.471138,0.433104,0.694153,0.553835,0.606033,Poor
Ahmedabad,0.388572,0.489155,0.20976,0.329512,0.365642,0.388686,0.647934,0.573884,0.237784,0.583079,0.625226,Poor
Ahmedabad,0.317685,0.489155,0.264116,0.2874,0.381854,0.388686,0.70742,0.439769,0.424526,0.469015,0.605893,Poor
Kolkata,0.492271,0.616702,0.432177,0.505428,0.615229,0.382498,0.497189,0.403944,0.528827,0.764121,0.782215,Poor
Gurugram,0.529326,0.681513,0.523953,0.400978,0.579373,0.388686,0.427066,0.374728,0.520959,?,?,Poor
Delhi,0.427077,0.658139,0.380949,0.491434,0.508355,0.388637,0.488071,0.433914,0.592389,0.5516,0.73846,Poor
Delhi,0.461594,0.603093,0.407657,0.499654,0.59279,0.495932,0.497189,0.34151,0.675558,0.574836,0.702782,Poor
Delhi,0.393389,0.516029,0.370316,0.551208,0.62359,0.521844,0.635383,0.297152,0.529952,0.484168,0.593282,Poor
Hyderabad,0.355615,0.489155,0.246826,0.321501,0.389496,0.388686,0.45806,0.340257,0.532991,0.545059,0.639541,Poor
Delhi,0.441516,0.63862,0.492247,0.480029,0.625735,0.424242,0.511935,0.349789,0.63105,0.581085,0.680688,Poor
Kolkata,0.453246,0.545207,0.340799,0.60923,0.655124,0.499853,0.454511,0.39613,0.486906,0.472602,0.572877,Poor
Ahmedabad,0.370186,0.489155,0.278545,0.040186,0.313553,0.388686,0.721449,0.385475,0.26927,0.478288,0.562518,Poor
Jaipur,0.479227,0.59769,0.505839,0.627524,0.646384,0.387045,0.26241,0.375781,0.509885,0.609316,0.632046,Poor
Lucknow,0.612981,0.489155,0.264728,0.466874,0.407687,0.451482,0.418877,0.327998,0.399261,?,?,Poor
Talcher,0.449307,0.7249,0.25765,0.236991,0.326708,0.233633,?,0.561104,0.346799,0.545059,0.639541,Poor
Chennai,0.494985,0.489155,0.178351,0.294499,0.293265,0.783898,0.492317,0.203133,0.421931,0.501597,0.568578,Poor
Gurugram,0.458782,0.489155,0.434138,0.60098,0.471313,0.388686,0.544577,0.490829,0.50279,0.545059,0.639541,Poor
Chennai,0.483223,0.629198,0.247512,0.357596,0.412612,0.484778,0.469071,0.336165,0.540058,?,0.464025,Poor
Chennai,0.423979,0.489155,0.229676,0.372692,0.393692,0.789088,0.573884,0.270169,0.473898,0.545059,0.639541,Poor
Lucknow,0.49379,0.489155,0.276009,0.444351,0.440314,0.388686,0.535721,0.275941,0.70612,0.477178,0.550609,Poor
Delhi,0.391847,0.538023,0.341453,0.49543,0.811472,0.466228,0.52839,0.355807,0.629365,0.496747,0.63404,Poor
Ahmedabad,0.352155,0.489155,0.272467,0.329667,0.411886,0.388686,0.715617,0.42099,0.260173,0.603596,0.660604,Poor
Delhi,0.56907,0.672822,0.394633,0.507522,0.52512,0.456235,0.517935,0.376945,0.432272,0.583971,0.767559,Poor
Ahmedabad,0.342546,0.489155,0.265944,0.412757,0.385327,0.388686,0.709233,0.695661,0.458957,0.618828,0.73377,Poor
Lucknow,0.512605,0.489155,0.429553,0.524898,0.538061,0.421227,0.488934,0.29644,0.449797,0.53752,0.681877,Poor
Hyderabad,0.425124,0.481362,0.253218,0.33822,0.399187,0.288677,0.490639,0.337586,0.493765,0.471421,0.638203,Poor
Delhi,0.512443,0.77273,0.340995,0.450388,0.507056,0.555388,0.4872,0.299096,0.595831,0.433022,0.523021,Poor
Delhi,0.475896,0.64877,0.437803,0.626103,0.375836,0.465473,?,0.403257,0.496534,0.364739,?,Poor
Chennai,0.309917,0.489155,0.189357,0.365384,0.349084,0.388686,0.646654,0.184242,0.316991,0.460736,0.566459,Poor
Jaipur,0.453229,0.545231,0.51639,0.450909,0.595983,0.374228,0.493145,0.428554,0.450285,0.498983,0.633311,Poor
Delhi,0.519711,0.54058,0.355616,0.456149,0.483341,0.452193,0.699172,0.345354,0.506238,0.494919,0.654888,Poor
Gurugram,0.479852,0.489155,0.170011,0.371762,0.401223,0.388686,0.471138,0.256556,0.459368,0.129252,0.568368,Poor
Delhi,0.470934,0.64431,0.478392,0.558669,0.584654,0.47046,0.554555,0.433914,0.577694,0.550843,0.573077,Poor
Delhi,0.45284,0.559324,0.344561,0.414339,0.463979,0.431996,0.693861,0.314057,0.446604,0.620763,0.691607,Poor
Lucknow,0.486076,0.489155,0.373513,0.520225,0.507775,0.273617,0.480889,0.356835,0.470161,0.443203,0.532742,Poor
Ahmedabad,0.436402,0.489155,0.235752,0.582116,0.483681,0.388686,0.677819,0.820655,0.641645,0.62645,0.738494,Poor
Jaipur,0.460775,0.529593,0.315153,0.428238,0.434655,0.527142,0.347964,0.434004,0.160956,?,0.37697,Poor
Jaipur,0.451344,0.59168,0.502577,0.548878,0.657986,0.486986,0.50108,0.289145,0.594314,0.630741,0.721284,Poor
Brajrajnagar,0.519671,0.64858,0.341714,0.418619,0.508696,0.28582,0.624558,0.372249,0.366873,0.545059,0.639541,Poor
Amritsar,0.452924,0.558375,0.279289,0.348925,0.424679,0.416937,0.391694,0.397925,0.381597,0.528634,0.548034,Poor
Delhi,0.350618,0.596671,0.422124,0.549418,0.450881,0.560786,0.354566,0.452817,0.469542,0.4374,0.576218,Poor
Ahmedabad,0.407744,0.489155,0.238693,0.575937,0.480152,0.388686,0.681025,0.843534,0.646341,0.682038,0.808357,Poor
Delhi,0.503883,0.624292,0.483289,0.583775,0.645771,0.407458,0.521122,0.466469,0.757805,0.517007,0.632364,Poor
Lucknow,0.495874,0.489155,0.364818,0.507209,0.498196,0.503572,0.498763,0.266341,0.464133,0.346237,0.371928,Poor
Chennai,0.396527,0.489155,0.283411,0.339252,0.343797,0.309629,0.638618,0.257015,0.422686,0.630094,0.615871,Poor
Delhi,0.447461,0.65509,0.554913,0.574758,0.539125,0.456714,0.43753,0.616245,0.525971,0.493991,0.686248,Poor
Gurugram,0.46254,0.552543,0.315679,0.501153,0.477229,0.388686,0.493967,0.403257,0.688937,0.545059,0.639541,Poor
Gurugram,0.460348,0.489155,0.313794,0.422721,0.460473,0.388686,0.509151,0.306318,0.479484,0.545059,0.639541,Poor
Patna,0.496774,0.576811,0.506704,0.527593,0.647731,0.40486,0.493967,0.339137,0.381597,0.517733,0.628479,Poor
Delhi,0.379324,0.574725,0.323671,0.442064,0.452652,0.426971,0.480889,0.384246,0.553943,0.515539,0.700976,Poor
Delhi,0.419711,0.621918,0.191122,0.495394,0.494042,0.524573,0.466961,0.389669,0.73926,0.488222,0.562964,Poor
Jaipur,0.634189,0.609145,0.150021,0.393501,0.411522,0.369577,0.44958,0.357858,0.64411,0.523682,0.380185,Poor
Lucknow,0.451906,0.489155,0.244748,0.461071,0.449882,0.317552,0.472156,0.364627,0.437596,0.31068,0.473785,Poor
Ahmedabad,0.339472,0.445428,0.230322,0.400708,0.359747,0.388686,0.671812,0.554619,0.519983,0.573851,0.704699,Poor
Gurugram,0.388325,0.489155,0.214342,0.317563,0.440314,0.388686,0.379922,0.248526,0.439132,0.129252,0.549072,Poor
Mumbai,0.436638,0.547808,0.361836,0.491249,0.570088,0.362759,0.47806,0.435614,0.480133,0.608227,0.639541,Poor
Lucknow,0.4665,0.489155,0.370033,0.484697,0.475715,0.402561,0.459216,0.35164,0.528556,0.497198,0.606313,Poor
Delhi,0.431323,0.691588,0.276482,0.44697,0.477693,0.48687,0.484543,0.381878,0.652373,0.478839,0.538702,Poor
Lucknow,0.519803,0.489155,0.251006,0.37089,0.416458,0.486677,0.423869,0.380513,0.607087,0.264156,0.193885,Poor
Delhi,0.514455,0.596822,0.408559,0.414085,0.336485,0.488792,0.357715,0.3444,0.511666,0.381738,0.508648,Poor
Delhi,0.486521,0.689207,0.467757,0.598496,0.588903,0.431658,0.543069,0.4107,0.55935,0.59704,0.62534,Poor
Guwahati,0.447461,0.541213,0.413618,0.353753,0.581231,0.337114,0.459216,0.397504,0.399413,0.375305,0.639541,Poor
Ahmedabad,0.398158,0.489155,0.327382,0.413158,0.440314,0.388686,0.558343,0.403257,0.496534,0.545059,0.639541,Poor
Jaipur,0.471658,0.58364,0.42069,0.47972,0.590954,0.363425,0.52237,0.406792,0.513483,0.488717,0.7301,Poor
Lucknow,0.467971,0.489155,0.243815,0.481837,0.423453,0.502956,0.480889,0.304285,0.528466,0.300113,0.300124,Poor
Kolkata,0.488059,0.601614,0.29032,0.473735,0.526745,0.391322,0.508443,0.421843,0.460773,0.752873,0.772462,Poor
Jaipur,0.432543,0.724111,0.312349,0.353139,0.403887,0.382195,0.411819,0.343579,0.513578,0.296307,0.504576,Poor
Lucknow,0.423001,0.489155,0.204694,0.393501,0.373387,0.225101,0.470109,0.353474,0.404964,0.703498,0.69507,Poor
Lucknow,0.502685,0.489155,0.349196,0.564982,0.518616,0.285717,0.497189,0.308327,0.459544,0.472013,0.544031,Poor
Gurugram,0.436293,0.542897,0.252116,0.427663,0.412767,0.388686,0.4872,0.332418,0.489004,0.493991,0.596598,Poor
Kolkata,0.463223,0.557158,0.375672,0.465732,0.558295,0.323985,0.463713,0.335879,0.473953,0.721013,0.761303,Poor
Patna,0.47642,0.489155,0.339682,0.400166,0.495231,0.388686,0.511246,0.297684,0.439068,0.279308,0.416396,Poor
Lucknow,0.471815,0.489155,0.246252,0.447411,0.407156,0.34238,0.511246,0.322089,0.548814,0.288195,0.407402,Poor
Delhi,0.474066,0.655833,0.518576,0.561469,0.518583,0.439405,0.455708,0.581126,0.490098,0.500299,0.671011,Poor
Patna,0.471815,0.489155,0.380626,0.389377,0.38938,0.388686,0.592973,0.666404,0.481212,0.545059,0.639541,Poor
Ahmedabad,0.257444,0.489155,0.253218,0.251866,0.352308,0.388686,0.696381,0.173685,0.359457,?,?,Poor
Gurugram,0.469132,0.489155,0.308645,0.250601,0.331508,0.388686,0.513974,0.342754,0.139222,0.545059,0.639541,Poor
Patna,0.510647,0.489155,0.490146,0.663104,0.542529,0.388686,0.527214,0.589374,0.561615,0.50414,0.702284,Poor
Lucknow,0.495186,0.489155,0.330365,0.486661,0.466989,0.456497,0.481814,0.294646,0.468243,0.279308,0.360947,Poor
Lucknow,0.486001,0.489155,0.261957,0.386967,0.254569,0.388686,0.620125,0.267627,0.284591,0.504557,0.541545,Poor
Hyderabad,0.483403,0.601604,0.280675,0.522077,0.325963,0.426675,?,0.655579,0.570779,0.193878,0.487743,Poor
Gurugram,0.507142,0.620458,0.500817,0.443233,0.565634,0.388686,0.555904,0.321627,0.459954,0.493054,0.596443,Poor
Delhi,0.417852,0.509274,0.295025,0.474249,0.509614,0.453518,0.668,0.399915,0.585129,0.499863,0.614087,Poor
Brajrajnagar,0.45903,0.546963,0.395439,0.313449,0.460971,0.566465,0.488934,0.297152,0.380188,0.741891,0.639541,Poor
Delhi,0.376964,0.655267,0.321796,0.440028,0.453124,0.387931,0.463713,0.377409,0.511714,0.512148,0.709858,Poor
Patna,0.437018,0.489155,0.246712,0.444307,0.338189,0.388686,0.507012,0.624654,0.636469,0.328782,0.52404,Poor
Delhi,0.464891,0.564508,0.350447,0.540542,0.573699,0.446589,0.481814,0.52456,0.691717,0.571038,0.630009,Poor
Lucknow,0.558785,0.489155,0.426197,0.527238,0.536229,0.461837,0.493967,0.334012,0.40153,0.181428,0.331497,Poor
Gurugram,0.465986,0.50303,0.289013,0.279552,0.281863,0.388686,0.325135,0.455543,0.462922,?,?,Poor
Jorapokhar,0.398158,0.459172,0.256474,0.274344,0.440314,0.248296,0.333324,0.618577,0.85789,0.545059,0.639541,Poor
Lucknow,0.529035,0.489155,0.216216,0.376188,0.352095,0.279088,0.45806,0.33125,0.516611,0.274526,0.417462,Poor
Amritsar,0.365922,0.639994,0.247854,0.275099,0.440314,0.294146,0.45806,0.284031,0.428632,0.467169,0.63538,Poor
Delhi,0.436039,0.533066,0.277517,0.353616,0.408481,0.357212,0.683621,0.24583,0.445985,0.467788,0.590342,Poor
Chennai,0.469211,0.489155,0.41693,0.456616,0.339493,0.298298,0.479011,0.295545,0.456773,0.545059,0.57407,Poor
Ahmedabad,0.340274,0.435711,0.277141,0.485303,0.433016,0.388686,0.720112,0.722479,0.400096,0.545059,0.639541,Poor
Ahmedabad,0.400727,0.52089,0.272563,0.57703,0.489671,0.388686,0.715711,0.595372,0.541054,0.428428,0.754283,Poor
Ahmedabad,0.435803,0.489155,0.277798,0.04897,0.313373,0.388686,0.720738,0.366712,0.268959,0.471421,0.555074,Poor
Chennai,0.337017,0.489155,0.362894,0.443457,0.354566,0.284787,0.490639,0.295725,0.456477,0.545059,0.639541,Poor
Gurugram,0.496117,0.58963,0.56988,0.453329,0.614086,0.388686,0.455708,0.373787,0.423437,0.560005,0.683234,Poor
Ahmedabad,0.413807,0.489155,0.275535,0.274884,0.379665,0.388686,0.718574,0.434362,0.527062,0.482072,0.604762,Poor
Lucknow,0.462002,0.489155,0.258712,0.411834,0.41318,0.423592,0.360769,0.357347,0.55166,0.307289,0.23169,Poor
Talcher,0.414726,0.697297,0.440422,0.413158,0.48417,0.288069,0.585559,0.351245,0.299213,?,0.639541,Poor
Amaravati,0.440306,0.545195,0.209157,0.571164,0.48417,0.346125,0.492317,0.374022,0.467563,0.181428,0.150062,Poor
Chennai,0.489646,0.489155,0.25924,0.335838,0.374961,0.529952,0.616977,0.37046,0.538406,0.586078,0.56207,Poor
Gurugram,0.475354,0.585164,0.258818,0.521846,0.439954,0.388686,0.448309,0.275739,0.489264,0.524358,0.639541,Poor
Delhi,0.51066,0.540446,0.33656,0.411216,0.454749,0.505233,0.708833,0.276346,0.368112,0.53983,0.608932,Poor
Patna,0.323695,0.591813,0.51543,0.301027,0.523549,0.249876,0.411819,0.340257,0.581113,0.517371,0.543484,Poor
Patna,0.462736,0.592674,0.48686,0.51759,0.650221,0.470871,0.494782,0.310148,0.406073,0.531795,0.663978,Poor
Amritsar,0.533502,0.449868,0.29878,0.403129,0.440314,0.306844,?,0.228182,0.419168,0.545059,0.639541,Poor
Jorapokhar,0.461757,0.596246,0.247055,0.274344,0.440314,0.238272,0.558343,0.500939,0.595001,0.545059,0.639541,Poor
Delhi,0.405305,0.574963,0.231604,0.50884,0.526808,0.532994,0.47806,0.386809,0.659284,0.517733,0.627926,Poor
Lucknow,0.487069,0.489155,0.364528,0.480916,0.482169,0.036302,0.526024,0.322243,0.44524,0.469015,0.558638,Poor
Talcher,0.617802,0.697943,0.278545,0.266011,0.376584,0.147411,0.50184,0.360769,0.416511,?,0.639541,Poor
Patna,0.496103,0.560065,0.557044,0.494665,0.673941,0.373976,0.516632,0.349257,0.352516,0.4614,0.62162,Poor
Delhi,0.43045,0.61711,0.34565,0.486699,0.509546,0.489251,0.479011,0.384917,0.586357,0.52266,0.583815,Poor
Brajrajnagar,0.462198,0.584135,0.284313,0.40254,0.469401,0.288576,0.613475,0.421085,0.372044,?,0.639541,Poor
Ahmedabad,0.342659,0.489155,0.232494,0.428667,0.382095,0.388686,0.674229,0.727881,0.511282,0.599778,0.749019,Poor
Visakhapatnam,0.483538,0.62132,0.411103,0.493861,0.515716,0.329001,0.486322,0.496283,0.456477,0.600227,0.650031,Poor
Amaravati,0.450969,0.53779,0.192689,0.582652,0.48945,0.330827,0.50108,0.546117,0.474119,0.214683,0.334123,Poor
Patna,0.501048,0.489155,0.082458,0.094782,0.153199,0.388686,0.507012,0.403257,0.373596,0.252486,0.370186,Poor
Patna,0.491355,0.489155,0.238207,0.436364,0.328759,0.388686,0.512619,0.544115,0.576431,0.535452,0.747586,Poor
Delhi,0.456756,0.553407,0.414359,0.517925,0.607591,0.523228,0.496393,0.458482,0.674335,0.60657,0.664354,Poor
Amaravati,0.459624,0.550797,0.343466,0.53559,0.503431,0.367569,0.454511,0.39496,0.439387,0.167056,0.193885,Poor
Delhi,0.426074,0.629828,0.328487,0.480415,0.506987,0.484895,0.466961,0.373787,0.622836,0.564488,0.672946,Poor
Delhi,0.437145,0.548851,0.203908,0.486624,0.50095,0.468643,0.447022,0.425967,0.703105,0.416381,0.514815,Poor
Guwahati,0.467699,0.613056,0.262577,0.324796,0.33842,0.358511,0.430166,0.416485,0.407029,0.300113,0.639541,Poor
Talcher,0.383804,0.526986,0.410868,0.414796,0.491283,0.312807,0.519859,0.63232,0.448083,?,?,Poor
Gurugram,0.52687,0.677385,0.31732,0.381766,0.438034,0.388686,0.377395,0.403257,0.453611,0.496747,0.639541,Poor
Jaipur,0.470177,0.617053,0.416336,0.413932,0.521807,0.326349,0.539984,0.509018,0.528375,0.492107,0.493072,Poor
Visakhapatnam,0.485986,0.57097,0.341387,0.484887,0.472894,0.340592,0.499541,0.393569,0.620942,0.563829,0.603041,Poor
Hyderabad,0.452721,0.546915,0.273046,0.527496,0.326625,0.453474,?,0.499211,0.546278,0.167056,0.44638,Poor
Lucknow,0.480839,0.489155,0.376771,0.558524,0.440314,0.388686,0.543069,0.332126,0.488376,0.429365,0.519186,Poor
Gurugram,0.452059,0.489155,0.327382,0.413158,0.440314,0.388686,0.40225,0.212996,0.413964,0.545059,0.639541,Poor
Gurugram,0.539519,0.646998,0.473111,0.339913,0.437666,0.388686,0.513299,0.362645,0.582319,0.561146,0.639541,Poor
Gurugram,0.638081,0.489155,0.261957,0.393557,0.399408,0.388686,0.21274,0.157389,0.426891,0.292339,0.639541,Poor
Jaipur,0.443532,0.523735,0.146619,0.393725,0.404857,0.345397,0.409975,0.362521,0.579902,0.501167,0.460753,Poor
Delhi,0.461708,0.60332,0.366437,0.493824,0.544766,0.388696,0.517935,0.459535,0.682115,0.571445,0.67129,Poor
Lucknow,0.470445,0.489155,0.221956,0.319953,0.328514,0.317296,0.488071,0.292101,0.508335,0.66815,0.637104,Poor
Talcher,0.461528,0.685439,0.410774,0.413158,0.416763,0.253879,0.563645,0.446594,0.284731,0.545059,0.639541,Poor
Jaipur,0.408729,0.648735,0.256259,0.383358,0.420882,0.374417,0.436099,0.376014,0.620342,0.336666,0.55817,Poor
Amritsar,0.454763,0.503309,0.2585,0.278714,0.36392,0.221102,0.42548,0.309818,0.484101,0.483126,0.474936,Poor
Lucknow,0.475432,0.489155,0.202641,0.488797,0.223451,0.388686,0.509151,0.295904,0.652464,0.422599,0.527358,Poor
Lucknow,0.488707,0.489155,0.153308,0.266125,0.440314,0.388686,0.55855,0.293742,0.538537,0.30377,0.269495,Poor
Delhi,0.499936,0.601554,0.366033,0.493054,0.513787,0.462177,0.542051,0.404353,0.590342,0.486217,0.564509,Poor
Gurugram,0.284148,0.489155,0.208702,0.265209,0.263626,0.388686,0.363734,0.190125,0.496534,0.545059,0.639541,Poor
Brajrajnagar,0.44413,0.545015,0.385362,0.317563,0.463364,0.607051,0.460359,0.274314,0.452588,?,0.639541,Poor
Talcher,0.425466,0.672138,0.368443,0.028452,0.392265,0.248163,0.531839,0.517449,0.269115,?,0.639541,Poor
Jorapokhar,0.43522,0.648554,0.36941,0.296485,0.440314,0.271147,0.558343,0.521059,0.472733,0.545059,0.639541,Poor
Delhi,0.37243,0.504365,0.30205,0.476804,0.503222,0.469718,0.491481,0.363763,0.55931,0.532722,0.643323,Poor
Gurugram,0.505586,0.642857,0.425318,0.405046,0.492848,0.388686,0.551802,0.341232,0.545428,0.493991,0.596598,Poor
Gurugram,0.486373,0.589454,0.483359,0.477819,0.562392,0.388686,0.536263,0.312926,0.392229,0.493991,0.596753,Poor
Ahmedabad,0.373687,0.489155,0.234633,0.536406,0.36584,0.388686,0.676591,0.595921,0.607782,0.560234,0.753392,Poor
Delhi,0.451889,0.567067,0.31212,0.470027,0.463364,0.45453,0.46589,0.424102,0.505944,0.534551,0.691045,Poor
Patna,0.518054,0.597246,0.602644,0.461778,0.701102,0.425982,0.50773,0.357219,0.371003,0.466545,0.613442,Poor
Kolkata,0.471375,0.559655,0.600712,0.598139,0.768467,0.332713,0.544077,0.354255,0.506727,0.595484,0.635585,Poor
Patna,0.451906,0.489155,0.211997,0.311741,0.265014,0.388686,0.500313,0.618809,0.496534,0.325998,0.531191,Poor
Bengaluru,0.401363,0.531687,0.587455,0.662454,0.729865,0.291485,0.445719,0.40466,0.389063,0.426525,0.336678,Poor
Lucknow,0.47588,0.489155,0.271593,0.45004,0.408639,0.388686,0.450835,0.311461,0.586394,0.392026,0.441598,Poor
Ahmedabad,0.392024,0.489155,0.196434,0.385112,0.422912,0.388686,0.631404,0.552789,0.439004,0.600077,0.661381,Poor
Lucknow,0.418676,0.489155,0.144735,0.297328,0.223451,0.388686,0.581117,0.413562,0.537926,0.522316,0.514441,Poor
